nombre_kml,lat,lon,capa_kml,gtfs_mas_cercano,distancia_metros
PFM-43 / PFM-47,-8.082184396999935,-79.02731564499999,Consolidado,PFM-69,361
PFM-44 / PFM-48,-8.079961387999958,-79.02762297699996,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,333
PFM-49 / PFM-52,-8.080581931999973,-79.03032997599996,Consolidado,PFM-84,102
PFM-5,-8.087626801999932,-79.03007444699995,Consolidado,PE-328,253
PFM-50 / PFM-53,-8.080288241999938,-79.02719396099997,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,287
PFM-51 / PFM-54,-8.079952033999973,-79.02345448899996,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,127
PFM-55 / PFM-56,-8.07700297699995,-79.01582615299998,Consolidado,PP-184,615
PFM-57,-8.076215641999966,-79.01710327899997,Consolidado,PP-184,503
PFM-58,-8.076291829999946,-79.01715289099997,Consolidado,PP-184,511
PFM-59 / PFM-60,-8.07448941299998,-79.01737261399995,Consolidado,PP-184,309
PFM-6,-8.076196908999975,-79.02025530699996,Consolidado,PP-186,582
PFM-61 / PFM-62,-8.074730123999927,-79.01673760799997,Consolidado,PP-184,345
PFM-64 / PFM-65,-8.083650482999928,-79.02532880899997,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,410
PFM-66,-8.083864714999947,-79.02807797899999,Consolidado,PFM-69,279
PFM-67,-8.08390122399993,-79.02796638399997,Consolidado,PFM-69,292
PFM-7,-8.073815091999961,-79.02518726299996,Consolidado,PFM-98,344
PFM-70 / PFM-71,-8.084638844999972,-79.02558365099998,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,524
PFM-72 / PFM-73,-8.087879480999959,-79.02512832999997,Consolidado,AVOC-454,225
PFM-74,-8.084097458999963,-79.02140653999999,Consolidado,Calle 21 de Octubre y Avenida los Laureles,556
PFM-75,-8.084025973999928,-79.02146749399998,Consolidado,Calle 21 de Octubre y Avenida los Laureles,562
PFM-76 / PFM-77,-8.080781129999934,-79.02205433499995,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,293
PFM-78 / PFM-79,-8.080862339999953,-79.02564177799997,Consolidado,Calle 5 de Noviembre y Calle 9 de Octubre,147
PFM-8,-8.073721966999926,-79.02526570499998,Consolidado,PFM-98,331
PFM-80 / PFM-81,-8.08120417899994,-79.02940887999995,Consolidado,PFM-84,220
PFM-82 / PFM-83,-8.078906795999956,-79.02945293499994,Consolidado,PFM-84,180
PFM-88 / PFM-89,-8.072702122999942,-79.02754224399996,Consolidado,PFM-98,236
PFM-90 / PFM-91,-8.078077417999964,-79.02960143899998,Consolidado,PFM-84,233
PFM-92 / PFM-93,-8.075614493999979,-79.03004110499995,Consolidado,PFM-87,222
PFM-94 / PFM-95,-8.07280572999997,-79.02946476399995,Consolidado,PFM-87,397
PFM-96,-8.075759438999967,-79.02577137599997,Consolidado,PFM-86,255
PFM-97,-8.072669937999933,-79.02607201999996,Consolidado,PFM-98,194
PH-1,-8.088567160999958,-79.11528439299997,Consolidado,Avenida la Paz,187
PH-10,-8.078582479999966,-79.12047004799996,Consolidado,PH-9,365
PH-104,-8.001245368999946,-79.07221029399994,Consolidado,Carretera Panamericana Norte,311
PH-105,-8.011867977999941,-79.06882948699996,Consolidado,Avenida Miguel Grau,156
PH-106,-8.014227404999929,-79.06630543999995,Consolidado,Avenida Miguel Grau,168
PH-107,-8.016140201999974,-79.07267767399998,Consolidado,PH-118,65
PH-108,-8.035418149999941,-79.06373928299996,Consolidado,PH-97,343
PH-111,-8.023428046999982,-79.06489486899994,Consolidado,PH-110,440
PH-114,-8.034263710999937,-79.06139146299995,Consolidado,PH-132,438
PH-115,-8.03765066699998,-79.06020413399995,Consolidado,PH-135,528
PH-119,-8.017856653999957,-79.07162957899999,Consolidado,PH-118,186
PH-12,-8.086004042999946,-79.12228226299999,Consolidado,PH-31,253
PH-120,-8.051213902999962,-79.08442137599997,Consolidado,Carretera Panamericana Norte,514
PH-121,-8.05257557699997,-79.08178814799999,Consolidado,Jirón los Robles,450
PH-122,-8.045365467999943,-79.06686885599999,Consolidado,Avenida Manuel Scorza y Jirón Álamos,306
PH-123,-8.02030874999997,-79.07065638399996,Consolidado,PH-118,479
PH-124,-8.026253679999968,-79.06838546899996,Consolidado,PH-112,536
PH-126 / PH-93,-8.022984107999946,-79.06972997099996,Consolidado,PH-110,539
PH-127,-8.035540591999961,-79.06394004699996,Consolidado,PH-97,330
PH-129,-8.019157980999978,-79.06613360799997,Consolidado,PH-110,57
PH-13,-8.089168056999938,-79.11972728499995,Consolidado,Avenida la Paz,472
PH-130,-8.022955933999981,-79.06492241799998,Consolidado,PH-110,390
PH-133,-8.03448865699994,-79.06114030499998,Consolidado,PH-132,470
PH-134,-8.03799254699993,-79.05996179499994,Consolidado,PH-135,484
PH-138,-8.001605496999957,-79.07188610699995,Consolidado,Carretera Panamericana Norte,360
PH-139,-8.005873313999928,-79.07049089799995,Consolidado,PH-101,77
PH-14,-8.091339645999938,-79.11790929799997,Consolidado,Avenida la Paz,286
PH-140,-8.011756354999932,-79.06861547899996,Consolidado,Avenida Miguel Grau,159
PH-141,-8.014494756999966,-79.06614844399996,Consolidado,PH-128,179
PH-142,-8.016078457999981,-79.07279805499996,Consolidado,PH-118,79
PH-143,-8.029466954999975,-79.06734866899995,Consolidado,PH-144,340
PH-145,-8.034347817999958,-79.06719094699997,Consolidado,PH-97,77
PH-147,-8.036447704999944,-79.07084894499997,Consolidado,PH-125,180
PH-152,-8.044734391999953,-79.07314291999995,Consolidado,Avenida Manuel Scorza y Jirón Álamos,394
PH-153,-8.044900354999982,-79.07306313899994,Consolidado,Avenida Manuel Scorza y Jirón Álamos,382
PH-156,-8.040465964999953,-79.07295514299994,Consolidado,PH-149,297
PH-157,-8.04045786699993,-79.07306173499995,Consolidado,PH-149,302
PH-158,-8.038354669999933,-79.07251937199999,Consolidado,PH-149,89
PH-159,-8.038365020999947,-79.07241323099998,Consolidado,PH-149,79
PH-16,-8.09273066299994,-79.10534182099997,Consolidado,PH-15,793
PH-160,-8.03100133199996,-79.06168216199995,Consolidado,PH-132,106
PH-161,-8.03110513799993,-79.06166362799996,Consolidado,PH-132,114
PH-164 / PH-165,-8.09993652299994,-79.05686861899994,Consolidado,PH-55,149
PH-166,-8.096382071999926,-79.05560559499997,Consolidado,PH-168,402
PH-18,-8.067871327999967,-79.11168064099996,Consolidado,PH-44,97
PH-2,-8.086216578999938,-79.11448374999998,Consolidado,Avenida el Triunfo,147
PH-20,-8.073522572999934,-79.11437491199996,Consolidado,PH-19,341
PH-21,-8.075993920999963,-79.11541944699997,Consolidado,PH-7,257
PH-22,-8.079663466999932,-79.11661804699997,Consolidado,PH-39,125
PH-26,-8.092529403999947,-79.10558086199995,Consolidado,PH-15,789
PH-28,-8.091876965999973,-79.11729523899999,Consolidado,Avenida la Paz,264
PH-29,-8.089853381999944,-79.11891164099995,Consolidado,Avenida la Paz,370
PH-30,-8.086141515999941,-79.12195727399995,Consolidado,PH-31,281
PH-33,-8.082712539999932,-79.11958360499995,Consolidado,PH-32,315
PH-34 / PH-5,-8.081500006999931,-79.11849742999993,Consolidado,PH-4,379
PH-37,-8.085618383999929,-79.11436568999994,Consolidado,Avenida el Triunfo,196
PH-38,-8.088830171999973,-79.11538563199997,Consolidado,Avenida la Paz,156
PH-40,-8.07542462799995,-79.11534030899998,Consolidado,PH-7,288
PH-41,-8.072353120999935,-79.11569598099999,Consolidado,PH-8,317
PH-42,-8.068335735999938,-79.11697537299995,Consolidado,PH-19,508
PH-43,-8.067293656999937,-79.11506531599997,Consolidado,PH-44,342
PH-47,-8.08987160099997,-79.08868325999998,Consolidado,PH-81,342
PH-48,-8.091296693999936,-79.08465238399998,Consolidado,PH-81,813
PH-49,-8.09256690199993,-79.08031759499994,Consolidado,PH-51,877
PH-50,-8.09324458499998,-79.07655515599998,Consolidado,PH-51,456
PH-52,-8.098276669999962,-79.06872755899997,Consolidado,PH-51,614
PH-53,-8.09988021199996,-79.06482931499994,Consolidado,PH-55,821
PH-54,-8.100497136999934,-79.06164601099994,Consolidado,PH-55,464
PH-56,-8.102797746999954,-79.10285610599993,Consolidado,PH-79,53
PH-6,-8.079959947999953,-79.11854385999999,Consolidado,PH-39,279
PH-64,-8.100513732999957,-79.06091898099999,Consolidado,PH-55,385
PH-65,-8.10009496899994,-79.06271712199998,Consolidado,PH-55,588
PH-66,-8.099562964999961,-79.06497094699995,Consolidado,PH-55,843
PH-67,-8.096954636999953,-79.06972717599996,Consolidado,PH-51,432
PH-68,-8.09328661099994,-79.07606326199993,Consolidado,PH-51,403
PH-69,-8.092357032999928,-79.08055404699996,Consolidado,PH-51,907
PH-70,-8.09107912199994,-79.08464848999995,Consolidado,PH-81,806
PH-71,-8.089728503999936,-79.08858426899997,Consolidado,PH-81,348
PH-80,-8.088075354999944,-79.09449905199995,Consolidado,PH-73,320
PH-82,-8.08789726799995,-79.09440313699997,Consolidado,PH-81,325
PH-84,-8.088408752999953,-79.05330211299997,Consolidado,PH-87,176
PH-85,-8.085896294999941,-79.05265632199996,Consolidado,PE-245,407
PH-86,-8.08751858599993,-79.05317372799993,Consolidado,PH-87,274
PH-88,-8.08553911699994,-79.05264537999994,Consolidado,PE-245,367
PH-89,-8.017877189999979,-79.07173294299997,Consolidado,PH-118,186
PH-92,-8.02038672699996,-79.07077069799999,Consolidado,PH-118,483
PH-94,-8.026261640999962,-79.06852527999996,Consolidado,PH-112,550
PH-95,-8.029222567999966,-79.06751750799998,Consolidado,PH-144,371
PH-96,-8.03187974499997,-79.06669857199995,Consolidado,PH-144,64
PH-99,-8.036495465999963,-79.07073530399998,Consolidado,PH-125,166
PP-1 / PP-151,-8.066886626999974,-79.00415674799996,Consolidado,Calle Inca Roca y Calle Ascencio Vergara,520
PP-10,-8.071441457999981,-78.99053666999998,Consolidado,PP-169,192
PP-101,-8.072433845999967,-79.00427297799996,Consolidado,PP-149,176
PP-102,-8.072409982999943,-79.00436253099997,Consolidado,PP-149,186
